篇名	作者	页数	关键词	摘要	filename
查新服务的社会影响初探	符静:08059797	3	查新服务; 检索工具; 社会影响;	"查新是信息服务的一种重要形式,目前很多的企业和科研单位提供了这种服务。本文从查新服务的内涵出发,分别就学科领域、时间、地域三个维度分析了查新服务对社会发展、产品生产、科学研究、技术革新与引进的影响。最后从查新服务的发展趋势初步展望了其发展前景。 "	SHGT200504015
异地办学馆藏文献搬迁的实践与思考	盖明媚:07902382	2	异地办学; 馆藏文献; 搬迁;	"在高校两地办学或设立分校的过程中,必然面临图书馆馆藏文献的搬迁。作者结合实践对异地办学图书馆馆藏文献的搬迁进行了总结和探讨,提出科学搬迁的具体步骤,并指出一些重要的注意事项。 "	SHGT200504016
论福建鳌峰书院的藏书与刻书	叶宪允:07535838	5	鳌峰书院; 藏书; 刻书;	"鳌峰书院是清代福建省的最高学府,培养了如林则徐、张际亮等人才。鳌峰书院形成了完备的教育教学制度,在讲学、教学管理、经费使用方面都有典型性。特别是它秉承中国古代书院藏书、刻书的传统, 取得了良好的成绩,是清代书院藏书、刻书方面的重要代表。 "	SHGT200504017
信息素质教育网页设计		3	信息素质教育; 网页设计; 网页制作;	"结合制作信息素质教育网页的实践,论述信息素质教育网页的总体设计思路,制作时的注意事项及思考。 "	SHGT200504018
《新编图书馆学情报学辞典》即将出版		1	 	"<正>由北京图情信息咨询中心主任丘东江先生任主编/总审定、中国图书进出口(集团)总公司副总经理袁水仙研究馆员和美国远东研究图书馆主任甘乃元(Jerome Cavanaugh)教授任顾问的《新编图书馆学情报学辞典》, 经过八年撰写、修改和编辑,将由科学技术文献出版社于2006年第一季度出版。作者大都为国内外图书馆工作者和研究人员。辞典设独立辞目约1万多条,总计约有150万字。涉及图书馆学、情报学、目录学、档案学、 "	SHGT200504019
《实用信息检索》拟再版		1	 	"<正>由上海市城市管理职业技术学院张林龙先生编写的《实用信息检索》一书,是一部面向中等学校、高等院校文献信息检索的教材。由于得到各校老师和读者的大力支持,该书自2004年12月底出版至今,第一次印刷的3500册已全部订完。目前仍有不少学校要订此教材。为保证教材的正常供应,满足教材需要,请欲订该 "	SHGT200504020
与社区互动——谈美国图书馆在社会生活中的作用	史卫华:14338303	4	美国图书馆; 社区服务; 社会作用;	"介绍美国图书馆的服务及与所在社区的密切互动关系,分析图书馆的出色服务在社会生活中的作用。 "	SHGT200504021
《上海高校图书情报工作研究》2005年(第15卷)索引		6	 	 	SHGT200504022
小语种文献编目述略——献给复旦大学百年校庆	方秀华:06696011	7	文献编目; 小语种编目; 外语语种文献编目; MARC格式;	"本文全面介绍世界各国图书馆的编目概况及对外语语种编目的处置情况。作者在充分调查研究的基础上,分析我国小语种编目的现状,并对我国小语种编目工作提出了几点建议。 "	SHGT200503002
上海应用技术学院图书馆新馆		1	 	"<正>上海应用技术学院图书馆新馆于2004年11月在漕宝路南校区落成。新馆红墙面砖配以局部花岗岩石材,上覆青瓦坡顶屋面,具有江南古典建筑的风格,与校园风格融为一体。整个建筑犹如精心雕凿的艺术品,体现出建筑特有的亲和力、线条美,给人视觉上的享受。新馆四层,建筑面积15800平方米,阅览座位约1600席。 "	SHGT200503001
图书外借遗失的赔偿原则	杨飞:06609009	4	图书遗失赔偿; 赔偿制度; 图书外借;	"分析当前图书馆图书遗失赔偿规则中的不合理性,综合与赔偿额度有关的各种因素,制定出一个较为合理,并且具有普遍适用性的公式,同时对于完善图书遗失赔偿规则提出几点意见。 "	SHGT200503003
读者为何不借书?——188位毕业生的问卷分析	邵友亮:07531436|李小梅:07531831	3	高校图书馆; 读者分析; 借阅统计;	"高校学生中有一些读者从未在图书馆借过书,个中一定存在着原因。笔者在毕业生办离校手续之际,对其中从未在图书馆借过书的读者作了一次书面调查,经统计分析,了解了这些读者不借书的原因,并提出相应对策。 "	SHGT200503004
华东师范大学图书馆成立“青年学术研究论坛”		1	 	"<正>为提高青年馆员的学术研究能力,活跃图书馆学术气氛,提升图书馆服务质量及学术地位,华东师范大学图书馆最近设立""华东师范大学图书馆青年学术研究论坛""。青年学术研究论坛的基本工作主要包括:定期组织专家讲座,指导、培训青年从事学术研究;不定期组织学术沙龙,共同探讨学术问题;组织馆外学术活动观 "	SHGT200503005
大学图书馆跨越式发展模式的选择与研究	许勇:17431912	3	大学图书馆; 跨越式发展; 发展模式;	"本文在简述美国大学图书馆经验的启示之后,试图从大学图书馆发展提速这一新视角,诠释对中国大学图书馆跨越式发展模式的思考与探讨。 "	SHGT200503006
图书馆人本管理理念的创新与实现	方向明:17425162	3	图书馆管理; 创新管理; 人本管理; 激励机制;	"从人本管理创新的角度拓展了人本管理的理念和内涵,并提出了建立目标激励、培训激励、情感激励、教育激励、精神激励及物质激励等多种激励机制相结合的实现人本管理的策略。 "	SHGT200503007
论馆员的信息提炼技能	陈景增:08636115	4	信息提炼; 知识提炼; 调查研究;	本文就图书馆员信息提炼技能的三个主要层次和四方面主要功能以及提高馆员信息提炼技能的途径与方法等作了简要的探讨。 	SHGT200503008
CALIS在线教参信息提交与管理系统的设计和实现	成伟华:06709139|张育超:06694918	4	教学参考信息; Javascript脚本语言; ASP语言; ODBC数据源;	"本文介绍CALIS在线教参管理系统的设计思路和实现步骤。该系统主要功能是实现各高校图书馆教学参考信息的网络在线提交,并将收集好的数据发布到网上,供有权限的用户浏览和使用。 "	SHGT200503009
信息门户网站——网络报纸开发利用的新形式	曾媚:21139628	5	网络报纸; 门户网站; 导航系统;	"针对因特网上报纸信息资源的开发利用现状,本文提出构建""网络报纸信息门户网站""的设想,它既是从图书馆的角度对网络报纸信息资源进行开发利用的一项尝试,也是将门户网站的服务模式引入图书馆业务的一种设想。 "	SHGT200503010
Easy CHM——中小型图书馆电子图书制作之利器	方方:07537347	3	图书馆数字化; 电子图书; Easy CHM;	"分析目前图书馆数字化工作的现状及图书馆数字化管理软件的应用情况,侧重介绍EasyCHM电子图书制作软件的功能及其应用,旨在为中小型图书馆数字化工作拓展思路。 "	SHGT200503011
GDLIS的改进与发展刍议	郑宇:08482916|陆觉民:08483899	3	图书馆集成管理系统; GDLIS XP;	"通过对GDLISXP系统较为全面的分析,透视该系统的优势所在,同时也指出该系统的一些缺陷,并就优化图书馆计算机集成管理系统的完善提出几点可行性意见。 "	SHGT200503012
高校图书馆咨询服务的开放原则和守法原则	张辰:08968946	2	咨询服务; 开放原则; 守法原则;	"高校图书馆的咨询服务应当遵循两条基本原则,即开放原则和守法原则。开放原则要求图书馆根据自己的服务对象不断开发信息资源、开拓服务手段和拓展服务范围;守法原则要求图书馆合法使用信息资源和保护服务对象的个人信息。 "	SHGT200503013
网络时代高校图书馆信息服务的思考及探索	孙捷:06590548	4	高校图书馆; 信息服务; 读者服务;	"讨论网络时代高校图书馆的发展优势及特点,并提出了在信息时代,高校图书馆如何利用资源和人员优势,发展新形势下的信息服务的几点建议和设想。 "	SHGT200503014
中文期刊更名类型及其编目	王民军:07521014|季铮:07529306	2	期刊更名; 期刊管理; 期刊编目;	"针对中文期刊更名频繁的现象,剖析中文期刊更名的原因及类型,阐述华东理工大学图书馆对各种更名期刊的编目方法。 "	SHGT200503015
中文翻译本图书编目三例	胡敏:10479815	4	中文翻译本; 中文编目; OCLC CJK;	"与国内其他图书馆不同,中欧国际工商学院图书馆使用OCLCCJK系统进行中外文图书的编目,在处理中文翻译本图书时有其独特的做法,举出三例以见其概。 "	SHGT200503016
随书附盘文献的分编及其入藏问题探析	黄晓芳:07662335	3	随书附盘; 著录; 入藏;	"如何科学全面地揭示随书附盘文献的主题内容及其外部特征,做好随书附盘的管理工作,更好地让读者利用随书附盘,是图书馆业务的重要内容。本文探讨了随书附盘文献分编的有关问题及其各种入藏方式的优缺点。 "	SHGT200503017
语音实验室的管理实践与思考	史志英:08573075	3	语音实验室; 外语教学; 管理;	"高校语音实验室在外语教学中发挥着越来越大的作用,大大提高了外语教学的效率与质量。但有了先进的教学设备而无人管理或管理不善,先进的设备也会闲置或不能发挥其应有的作用,从而失去其服务功能或服务不完全,教学设备的先进性也失去了意义。本文试图对高校语音设备的管理问题作深入的探讨。 "	SHGT200503018
加州大学柏克莱分校中国研究中心文史资料的收集与编目	王爱玲:23042784	6	文史资料; 中国研究中心图书馆; 文献收集; 文献编目;	"简述文史资料的历史发展,及其对于保留中国近代史原始资料的重要性;叙述加州大学柏克莱分校中国研究中心图书馆文史资料的馆藏,并详细说明该馆文史资料的编目过程。 "	SHGT200503019
松江大学园区、松江区图书馆文献资源共享协作网会议在上海外贸学院召开		1	 	"<正>6月2日,松江大学园区、松江区图书馆文献资源共享协作网会议在上海外贸学院松江校区举行,会议由上海市高校图工委和上海外贸学院图书馆主办。上海市高校图工委秘书长庄琦、上海教育网络图书馆管理中心副主任曹雄伟,以及华东师范大学、东华大学、上海工程技术大学、华东政法学院、上海外国语大学、上海外贸学院等图书馆的馆长参加了会议。会议围绕本科教学评估和文献资源共 "	SHGT200503020
